Loc,Loc Name,Loc St Abbrev,Loc Cnty,Loc Zone,Dir Flo,Loc Type Ind,PipeCode,GFPipeID,PipeName,GFLocID
73195,"COL. GAS - MONTGOMERY CO., KY",KY,MONTGOMERY,2,R,INT,TE,120,"Texas Eastern Transmission, LP",1200073195
73277,"HURD ENTERPRISES-APPLING FARMS-LAVACA CO., TX (REC)",TX,LAVACA,STX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073277
73107,"HORTON HWY DIST #2 - MAURY, TN",TN,MAURY,1,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200073107
71081,"COMMUNITY GAS - CYNTHIANA, IN",IN,GIBSON,2,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200071081
79974,M1 30 INCH CUSTODY TRANSFER POINT,MS,ATTALA,1,D,STA,TE,120,"Texas Eastern Transmission, LP",1200079974
73072,"W & T OFFSHORE,INC. BLK 279 VERM. LAO",OF,VERMILLION,,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073072
59049,UCG GREENVILLE,TN,GREENE,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059049
73255,"HIGH POINT GAS GATHERING, L.P.-IBERVILLE PARISH, LA",LA,IBERVILLE,ELA,D,INT,TE,120,"Texas Eastern Transmission, LP",1200073255
N4307,(DTE) ANR - WILLOW RUN - POOL RECEIPT,MI,WASHTENAW,M1,R,STA,NXUS,115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4307
30002,TENNESSEE - HAVERHILL ESSEX CO. MA,MA,ESSEX,,D,INT,MNUS,111,"Maritimes & Northeast Pipeline, L.L.C. (U.S.)",1110030002
73670,"SHERIDAN HOLDING COMPANY III,LLC/KING WILLIAMS, SHELBY CO., TX",TX,SHELBY,ETX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073670
73134,"PANENERGY FIELD SERVICES - LINCOLN PARISH, LA",LA,LINCOLN,ETX,D,INT,TE,120,"Texas Eastern Transmission, LP",1200073134
00843,CPV TOWANTIC,CT,NEW HAVEN,,D,END,AGT,100,"Algonquin Gas Transmission, LLC",1000000843
73424,"GREAT LAKES ENERGY - LAYMAN GATHERING/WESTMORELAND, PA.",PA,WESTMORELAND,2,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073424
76840,AGT TO TE HANOVER,NJ,MORRIS,3,R,INT,TE,120,"Texas Eastern Transmission, LP",1200076840
46100,STECKMAN RIDGE STORAGE FACILITY,PA,BEDFORD,,D,STR,SR,118,"Steckman Ridge, LP",1180046100
76609,"WILLIAMS ENERGY LLC - LAFOURCHE PSH., LA-REC",LA,LAFOURCHE,ELA,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200076609
50093,ETNG RIDGETOP AUCTION POINT,TN,ROBERTSON,,R,STA,ETNG,105,"East Tennessee Natural Gas, LLC",1050050093
78201,MAHWAH,NJ,BERGEN,3,R,INT,TE,120,"Texas Eastern Transmission, LP",1200078201
59103,UCG ROCKFORD NORTH,TN,KNOX,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059103
59770,SALTVILLE LLC STORAGE WITHDRAWAL,VA,SMYTH,,R,STR,ETNG,105,"East Tennessee Natural Gas, LLC",1050059770
99847,AGT WEST END ACCTG PT,NJ,MORRIS,,R,STA,AGT,100,"Algonquin Gas Transmission, LLC",1000099847
72580,"SOUTHCROSS MISSISSIPPI PIPELINE, LP- HINDS, MS - DEL (B/D 76580)",MS,HINDS,ELA,D,INT,TE,120,"Texas Eastern Transmission, LP",1200072580
80013,LATERAL Y SYSTEM MAINLINE,MA,NORFOLK,,D,STA,AGT,100,"Algonquin Gas Transmission, LLC",1000080013
00010,"RHODE ISLAND ENERGY - E. PROVIDENCE (PROVIDENCE,RI)",RI,PROVIDENCE,,D,LDC,AGT,100,"Algonquin Gas Transmission, LLC",1000000010
79513,ZONE M3 STORAGE POINT,PA,JUNIATA,3,D,STR,TE,120,"Texas Eastern Transmission, LP",1200079513
79672,WLA/ELA (30 ) ILT POINT,LA,EVANGELINE,ZB,B,STA,TE,120,"Texas Eastern Transmission, LP",1200079672
73060,"PGW - HARKNESS POINT - PHILADELPHIA, PA",PA,PHILADELPHIA,3,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200073060
00018,BOURNE STATION RELOCATION (MAINLAND BOURNE),MA,BARNSTABLE,,D,LDC,AGT,100,"Algonquin Gas Transmission, LLC",1000000018
71217,"TE - LBI INSTRUMENT GAS - GREENSBURG, PA",PA,WESTMORELAND,2,D,PLT,TE,120,"Texas Eastern Transmission, LP",1200071217
73889,"UNITED WORLD ENERGY/HAMILTON 24-1-HWY384-CAMERON PAR., LA",LA,CAMERON,WLA,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073889
73252,HINDS POWER PLANT,MS,HINDS,ELA,D,END,TE,120,"Texas Eastern Transmission, LP",1200073252
73899,BAYONNE ENERGY CENTER - NJ ROUTE 440,NJ,HUDSON,3,D,END,TE,120,"Texas Eastern Transmission, LP",1200073899
70532,"ATMOS ENERGY CORPORATION- BENTON, MO",MO,SCOTT,1,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200070532
73241,"TRANSCOASTAL CORP. - DILLARD #1 /  SHELBY CO., TX",TX,SHELBY,ETX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073241
N4440,(DTE) DTE GAS STORAGE - W10 - RECEIPT,MI,MACOMB,M2,R,STA,NXUS,115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4440
44770,SALTVILLE LLC STORAGE WITHDRAWAL,VA,SMYTH,,D,INT,SGSC,117,Saltville Gas Storage Company L.L.C.,1170044770
59168,PCUD LAFOLLETTE,TN,ROANE,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059168
71467,"LLOG - BS 52, LA",LA,BRETON SOUND,,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200071467
75300,KINDER MORGAN TEJAS - CLEAR LK. STOR-(D73299/R73300),TX,HARRIS,STX,B,INT,TE,120,"Texas Eastern Transmission, LP",1200075300
70128,"PUBLIC SERVICE - LINDEN, NJ",NJ,UNION,3,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200070128
72998,"ROVIG MINERAL-SWLB FIELD,LAFOURCHE PARISH, LA, LAFOURCHE, LA",LA,LAFOURCHE,ELA,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200072998
59343,FIDEM ENERGY (G-ENERGY) BRADLEY COUNTY LANDFILL - BANCROFT RD - BR,TN,BRADLEY,,R,WHD,ETNG,105,"East Tennessee Natural Gas, LLC",1050059343
00851,"BROOKFIELD DELIVERY (FAIRFIELD,CT)",CT,FAIRFIELD,,D,INT,AGT,100,"Algonquin Gas Transmission, LLC",1000000851
73626,DAVIS SOUTHERN/BINTLIFF #1,TX,BRAZORIA,,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073626
73242,"COASTAL OIL & GAS - PAWLIK #1, LIVE OAK CO., TX",TX,LIVE OAK,STX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073242
71528,"UGI UTIL (COLUMBIA GAS) - LANCASTER, PA",PA,LANCASTER,3,D,INT,TE,120,"Texas Eastern Transmission, LP",1200071528
59024,CHATTANOOGA CLEVELAND,TN,BRADLEY,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059024
72956,"MID TN GAS DIST - WILSON, TN",TN,WILSON,1,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200072956
45319,TENNESSEE GAS MAINLINE (TPGS1030B),TX,WHARTON,,B,INT,TPGS,121,Tres Palacios Gas Storage LLC,1210045319
83110,FGT - LUCEDALE (REC - 83010),MS,GEORGE,,D,INT,SESH,116,"Southeast Supply Header, LLC",1160083110
N1002,NEXUS/DEO MR05,OH,ERIE,M1,D,INT,NXUS,115,"NEXUS Gas Transmission, LLC (U.S.)",11500N1002
72672,"LEBANON #2 - WILSON CO., TN",TN,WILSON,1,D,END,TE,120,"Texas Eastern Transmission, LP",1200072672
72536,"KENTUCKY ENERGY - METCALFE, KY",KY,METCALFE,2,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200072536
59120,UCG MARION NORTH,VA,SMYTH,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059120
59156,SMELTER SERVICE CORPORATION,TN,MAURY,,D,END,ETNG,105,"East Tennessee Natural Gas, LLC",1050059156
70192,"SMITH (HARVEY BROYLE)#2 MURPHY-BRYCELAND, BIENVILLE PSH., LA",LA,BIENVILLE,ETX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200070192
73318,LIBERTY ELEC-DEL.PA. - (73318),PA,DELAWARE,3,D,END,TE,120,"Texas Eastern Transmission, LP",1200073318
73649,ACCESS MIDSTREAM/CARZENAVA GATHERING,TX,SHELBY,ETX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073649
50091,JEWELL RIDGE,VA,SMYTH,,D,STA,ETNG,105,"East Tennessee Natural Gas, LLC",1050050091
71430,"UNITED CITIES -NOLENSVILLE, TN",TN,WILLIAMSON,1,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200071430
95602,"FGT - SUWANNEE (96102-D, 96002-R), SUWANNEE CO., FL",FL,SUWANNEE,,B,INT,STT,119,"Sabal Trail Transmission, LLC",1190095602
37005,MNUS LOAN PAL TRANSPORTATION POINT,MA,MIDDLESEX,,R,VIR,MNUS,111,"Maritimes & Northeast Pipeline, L.L.C. (U.S.)",1110037005
72745,"PECO ENERGY - COLLEGEVILLE, PA.",PA,MONTGOMERY,3,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200072745
73678,"DOMINION ENERGY TRANSMISSION, INC - CROOKED RUN, WESTMORELAND CO.,",PA,WESTMORELAND,3,R,INT,TE,120,"Texas Eastern Transmission, LP",1200073678
79979,NUECES CONNECTOR LATERAL,TX,,STX,R,STA,TE,120,"Texas Eastern Transmission, LP",1200079979
73482,"MAGNUM LP - CHICOLETE CREEK - LAVACA CO., TX (REC)",TX,DE WITT,STX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073482
51001,3300 LINE AUCTION POINT,VA,SMYTH,,R,STA,ETNG,105,"East Tennessee Natural Gas, LLC",1050051001
44760,SALTVILLE LLC STORAGE INJECTION,VA,SMYTH,,R,INT,SGSC,117,Saltville Gas Storage Company L.L.C.,1170044760
79713,"LEBANON, CITY OF - LDC ALLOCATION POINT",TN,WILSON,1,D,END,TE,120,"Texas Eastern Transmission, LP",1200079713
70429,"TOMPKINSVILLE, KY",KY,MONROE,2,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200070429
50075,KINGSPORT LATERAL - MAINLINE,TN,SULLIVAN,,D,STA,ETNG,105,"East Tennessee Natural Gas, LLC",1050050075
72863,"DELMARVA POWER & LIGHT - NEW CASTLE, DE",DE,NEW CASTLE,3,D,END,TE,120,"Texas Eastern Transmission, LP",1200072863
71242,"CEN IL PUB SERV -GOREVILLE, IL",IL,JOHNSON,1,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200071242
73062,"ELIZABETHTOWN GAS COMPANY - UNION CO., NJ",NJ,UNION,3,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200073062
70119,"CHAMBERSBURG, PA",PA,FRANKLIN,3,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200070119
59248,"KUB/TIPTON STATION ROAD DELIVERY - KNOX CO., TN",TN,KNOX,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059248
G0028,SMI-205 (GB-72 FUEL GAS),OF,GARDEN BANKS,,D,GTH,GB,106,"Garden Banks Gas Pipeline, LLC",10600G0028
00028,"BROOKFORD ST (MIDDLESEX,MA)",MA,MIDDLESEX,,D,LDC,AGT,100,"Algonquin Gas Transmission, LLC",1000000028
74526,PERMIAN HIGHWAY PIPELINE/SHERIDAN INTERCONNECT - CR 255-COLORADO C,TX,COLORADO,STX,R,INT,TE,120,"Texas Eastern Transmission, LP",1200074526
30005,"WESTBROOK-GRANITE STATE ,CUMBERLAND CO.,ME",ME,CUMBERLAND,,D,LDC,MNUS,111,"Maritimes & Northeast Pipeline, L.L.C. (U.S.)",1110030005
59181,MORGANTON CEMETERY ROAD,TN,LOUDON,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059181
73919,"EQT REDBAND, STROPE RD, GREENE CO., PA",PA,GREENE,2,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073919
73890,"LLOX/BILLY D. SMITH #1-CR 49-BRAZORIA CO., TX",TX,BRAZORIA,STX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073890
79662,DELMONT DISCHARGE CUSTODY TRANSFER POINT,PA,WESTMORELAND,3,D,STA,TE,120,"Texas Eastern Transmission, LP",1200079662
72828,"RBS GAS UTIL. - MACON CO., TN",TN,MACON,1,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200072828
72874,"ST. JOSEPH - LAWRENCE CO., TN",TN,LAWRENCE,1,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200072874
44009,EARLY GROVE REC/INJ (59147),VA,WASHINGTON,,R,INT,SGSC,117,Saltville Gas Storage Company L.L.C.,1170044009
00827,"NATIONAL GRID-WEYMOUTH (NORFOLK,MA)",MA,NORFOLK,,D,LDC,AGT,100,"Algonquin Gas Transmission, LLC",1000000827
N4874,"EUREKA HUNTER/KREBS RIDGE ROAD, MONROE CO., OH",OH,MONROE,SZ,R,STA,NXUS,115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4874
70552,"TE TODHUNTER - TODHUNTER, OH",OH,BUTLER,2,D,END,TE,120,"Texas Eastern Transmission, LP",1200070552
72295,"VERNON E. FAULCONER, INC.- #1 STEWART, KENEDY CO., TX (REC)",TX,KENEDY,STX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200072295
75821,"EASTERN GAS - N. SUMMIT STORAGE - FAYETTE CO., PA (D72821/R72822)",PA,FAYETTE,2,B,STR,TE,120,"Texas Eastern Transmission, LP",1200075821
G0008,GB-85 BALDPATE (992102),OF,GARDEN BANKS,,R,GTH,GB,106,"Garden Banks Gas Pipeline, LLC",10600G0008
00807,"NORTH HAVEN LOW PRESSURE (NEW HAVEN,CT)",CT,NEW HAVEN,,D,LDC,AGT,100,"Algonquin Gas Transmission, LLC",1000000807
76903,"ANR, DEL- GLEN KARN, OH",OH,DARKE,2,D,INT,TE,120,"Texas Eastern Transmission, LP",1200076903
70129,LOUIS DREYFUS,TX,HARRIS,STX,D,PLT,TE,120,"Texas Eastern Transmission, LP",1200070129
79612,ETX PAL POINT OF TRANSACTION,TX,SAN JACINTO,ETX,R,VIR,TE,120,"Texas Eastern Transmission, LP",1200079612
M0007,VENICE GAS PLANT BYPASS (992010),LA,PLAQUEMINES,,D,PLT,MCGP,109,"Mississippi Canyon Gas Pipeline, LLC",10900M0007
98105,T-85 POOL,AL,CHOCTAW,,R,STA,STT,119,"Sabal Trail Transmission, LLC",1190098105
59124,UCG KINGSPORT REGIONAL,TN,SULLIVAN,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059124
79113,LATERAL 10-R - DENA WASHINGTON CO. POWER PLANT,OH,WASHINGTON,2,R,OTH,TE,120,"Texas Eastern Transmission, LP",1200079113
72554,"BG PARTNERS,LLC - #1 SANNER, SOMERSET CO., PA",PA,SOMERSET,,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200072554
00075,"GLASTONBURY (HARTFORD,CT)",CT,HARTFORD,,D,LDC,AGT,100,"Algonquin Gas Transmission, LLC",1000000075
80001,INTERCONNECT BETWEEN MIDDLETON LAT  & AGT MAINLINE,CT,HARTFORD,,D,STA,AGT,100,"Algonquin Gas Transmission, LLC",1000080001
70428,"EDMONTON, KY",KY,METCALFE,2,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200070428
71293,"LORETTO, TN",TN,LAWRENCE,1,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200071293
73571,MILLENNIUM/SOUTHLAND,TX,ANGELINA,ETX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073571
00815,"DIGHTON POWER LLC BRISTOL MA (BRISTOL,MA)",MA,BRISTOL,,D,END,AGT,100,"Algonquin Gas Transmission, LLC",1000000815
M8002,MCGP DELIVERY LTA (992999),LA,PLAQUEMINES,,D,STA,MCGP,109,"Mississippi Canyon Gas Pipeline, LLC",10900M8002
72990,"MVG - MADISON CO., MS",MS,MADISON,ELA,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200072990
71189,"UGI CENTRAL - VALLEY GAS - MARTINSBURG, PA",PA,BLAIR,3,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200071189
73560,GULF SOUTH HINDS/RAYMOND,MS,HINDS,ELA,R,INT,TE,120,"Texas Eastern Transmission, LP",1200073560
00012,"RHODE ISLAND ENERGY - WARREN (BRISTOL,RI)",RI,BRISTOL,,D,LDC,AGT,100,"Algonquin Gas Transmission, LLC",1000000012
72950,"APTIAN GAS CORP., K.W. SCHREINER #1 - LIVE OAK CO., TX",TX,LIVE OAK,STX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200072950
00094,"BELLINGHAM(NORFOLK,MA)",MA,NORFOLK,,D,END,AGT,100,"Algonquin Gas Transmission, LLC",1000000094
79999,FLNG - STRATTON RIDGE,TX,BRAZORIA,STX,D,STA,TE,120,"Texas Eastern Transmission, LP",1200079999
73150,SUMMIT UTILITIES ARKANSAS INC PULASKI CO AR,AR,PULASKI,ETX,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200073150
79581,WILCOX PLANT PVR METER,TX,LAVACA,STX,D,PLT,TE,120,"Texas Eastern Transmission, LP",1200079581
N4438,(DTE) ANR - WILLOW RUN -  DELIVERY,MI,WASHTENAW,M1,D,STA,NXUS,115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4438
49100,EGAN STORAGE FACILITY,LA,ACADIA,,D,STR,EHP,104,"Egan Hub Storage, LLC",1040049100
45317,TRANSCO MAINLINE (TPGS1040B),TX,WHARTON,,B,INT,TPGS,121,Tres Palacios Gas Storage LLC,1210045317
79971,HEAD OF MANHATTAN EXTENSION - EXTENSION,NY,RICHMOND,3,R,STA,TE,120,"Texas Eastern Transmission, LP",1200079971
73157,"UGI CENTRAL - PENN FUEL - MCCONNELLSBURG, FULTON CO., PA",PA,FULTON,3,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200073157
73570,MILLENNIUM/SOUTHLAND,TX,ANGELINA,ETX,D,END,TE,120,"Texas Eastern Transmission, LP",1200073570
74217,"GULF SOUTH-KOSCIUSKO, ATTALA CO., MS (BI-DIR REC 70217)",MS,ATTALA,1,D,INT,TE,120,"Texas Eastern Transmission, LP",1200074217
73878,"GOLIAD MIDSTREAM ENERGY/CITY OF MAGNOLIA,TX-ENDERLI STREET,MONTGOM",TX,MONTGOMERY,STX,D,END,TE,120,"Texas Eastern Transmission, LP",1200073878
71046,"HARRISBURG, AR",AR,JACKSON,1,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200071046
79501,STX SERVICE POINT,TX,JEFFERSON,STX,R,PPT,TE,120,"Texas Eastern Transmission, LP",1200079501
M0021,URSA PLATFORM MC 809-2,OF,WEST DELTA 143,,R,WHD,MCGP,109,"Mississippi Canyon Gas Pipeline, LLC",10900M0021
N4JM1,(VEC) JACKSON,MI,JACKSON,M2,D,STA,NXUS,115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4JM1
59215,PULASKI,VA,PULASKI,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059215
98000,STT PAL POINT,AL,TALLAPOOSA,,R,VIR,STT,119,"Sabal Trail Transmission, LLC",1190098000
59167,COOKEVILLE EAST,TN,PUTNAM,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059167
72723,"ABRAXAS PETROLEUM CORP.- TIPTON LEASE / GOLIAD CO., TX (REC)",TX,GOLIAD,STX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200072723
80022,LATERAL T SYSTEM,MA,WORCESTER,,R,STA,AGT,100,"Algonquin Gas Transmission, LLC",1000080022
70930,"TEXACO - ALTAIR, COLORADO CO., TX",TX,COLORADO,STX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200070930
40333,KM HOUSTON CENTRAL PIPELINE (COPANO) (TPGS1010R),TX,COLORADO,,R,INT,TPGS,121,Tres Palacios Gas Storage LLC,1210040333
N4580,"REX CLARINGTON, MONROE CO., OH",OH,MONROE,SZ,R,STA,NXUS,115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4580
83007,TRANSCO COLLINS (DEL - 83107),MS,COVINGTON,,R,INT,SESH,116,"Southeast Supply Header, LLC",1160083007
96007,FLORIDA GAS TRANSMISSION (FGT) CITRUS METER STATION. WEST POWER LI,FL,CITRUS,,R,INT,STT,119,"Sabal Trail Transmission, LLC",1190096007
73736,"WILLIAMS OVM / OAK GROVE, CLAY WVA",WV,MARSHALL,2,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073736
79037,HEAD OF FREEHOLD LATERAL - MAINLINE,NJ,MIDDLESEX,3,D,STA,TE,120,"Texas Eastern Transmission, LP",1200079037
83010,FGT - LUCEDALE (DEL - 83110,MS,GEORGE,,R,INT,SESH,116,"Southeast Supply Header, LLC",1160083010
N4816,"REGENCY-BIG RUN /TWP. ROAD 964, MONROE CO.OH",OH,MONROE,SZ,R,STA,NXUS,115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4816
95605,"GULFSTREAM (96105-D, 96005-R), OSCEOLA CO., FL",FL,OSCEOLA,,B,INT,STT,119,"Sabal Trail Transmission, LLC",1190095605
00003,NORTH HAVEN (NEW HAVEN),CT,NEW HAVEN,,D,LDC,AGT,100,"Algonquin Gas Transmission, LLC",1000000003
74203,"DTI- CLARKS MILL ROAD, JEFFERSON CO, OH",OH,JEFFERSON,2,D,INT,TE,120,"Texas Eastern Transmission, LP",1200074203
53201,EL PASO - LOBELVILLE RECEIVING,TN,PERRY,,R,INT,ETNG,105,"East Tennessee Natural Gas, LLC",1050053201
79168,CAMERON EXTENSION MAINLINE,LA,BEAUREGARD,WLA,D,STA,TE,120,"Texas Eastern Transmission, LP",1200079168
79961,CEDAR BAYOU LATERAL ACCOUNTING POINT,TX,CHAMBERS,STX,R,END,TE,120,"Texas Eastern Transmission, LP",1200079961
59212,"CITIZENS GAS #2 - DEER LODGE - MORGAN COUNTY, TN",TN,MORGAN,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059212
73924,"XCL MIDSTREAM BLUE RIDGE, MARSHALL COUNTY WV",WV,MARSHALL,2,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073924
N4714,DTM APPALACHIA GATHERING  HIGH NOON,PA,GREENE,SZ,R,STA,NXUS,115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4714
79922,EAGLE STATION,PA,CHESTER,3,R,STA,TE,120,"Texas Eastern Transmission, LP",1200079922
71671,"PEOPLES NAT - RAGER MOUNTAIN, PA",PA,CAMBRIA,3,D,INT,TE,120,"Texas Eastern Transmission, LP",1200071671
73425,"WILLIAMS PIPELINE/LACY CROSSOVER - HIDALGO CO., TX (REC)",TX,HIDALGO,STX,R,INT,TE,120,"Texas Eastern Transmission, LP",1200073425
30048,SUMMIT NATURAL GAS - PITTSTON,ME,KENNEBEC,,D,LDC,MNUS,111,"Maritimes & Northeast Pipeline, L.L.C. (U.S.)",1110030048
75614,BOARDWALK STORAGE COMPANY LLC STORAGE -INJ/WD,LA,IBERVILLE,ELA,B,STR,TE,120,"Texas Eastern Transmission, LP",1200075614
80034,LATERAL G-1 SYSTEM,MA,NORFOLK,,R,STA,AGT,100,"Algonquin Gas Transmission, LLC",1000080034
72377,"SENECA RESOURCES - #1 GARZA, HIDALGO CO., TX",TX,HIDALGO,STX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200072377
79735,"LAWRENCEBURG, CITY OF - LDC ALLOCATION POINT",TN,LAWRENCE,1,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200079735
N4660,NISOURCE MIDSTREAM SERVCS-DRY RIDGE-GREENE CO,PA,GREENE,SZ,R,STA,NXUS,115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4660
59061,UCG SHELBYVILLE,TN,BEDFORD,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059061
73867,"RICE ENERGY-ALPHA/PETTIT ROAD, GREENE CO. PA",PA,GREENE,2,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073867
72458,"TRACY PRODUCTION CO. - #1 FULTON FULLER, NACOGDOCHES CO., TX",TX,NACOGDOCHES,ETX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200072458
70315,"SMYRNA, TN",TN,RUTHERFORD,1,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200070315
73652,"SHERIDAN HOLDING COMPANY III,LLC-WARR GATHERING",TX,SHELBY,ETX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073652
45303,CHANNEL ENTERPRISE/HPL (TPGS1100B),TX,MATAGORDA,,B,INT,TPGS,121,Tres Palacios Gas Storage LLC,1210045303
79153,HEAD OF HOT SPRING LATERAL,AR,HOT SPRING,ETX,R,STA,TE,120,"Texas Eastern Transmission, LP",1200079153
35006,PNGTS  (REC.30006/DEL.30026),ME,CUMBERLAND,,B,INT,MNUS,111,"Maritimes & Northeast Pipeline, L.L.C. (U.S.)",1110035006
00833,KLEEN ENERGY,CT,MIDDLESEX,,D,END,AGT,100,"Algonquin Gas Transmission, LLC",1000000833
59012,MORGAN COUNTY 1 (BI 59163),TN,MORGAN,,R,WHD,ETNG,105,"East Tennessee Natural Gas, LLC",1050059012
00082,"STONINGTON (NEW LONDON,CT)",CT,NEW LONDON,,D,LDC,AGT,100,"Algonquin Gas Transmission, LLC",1000000082
80047,LATERAL G SYSTEM CANAL MAINLINE,MA,BARNSTABLE,,D,STA,AGT,100,"Algonquin Gas Transmission, LLC",1000080047
87000,AGT PAL POINT OF TRANSACTION,CT,HARTFORD,,R,VIR,AGT,100,"Algonquin Gas Transmission, LLC",1000087000
80009,LATERAL B SYSTEM MAINILNE,CT,NEW HAVEN,,D,STA,AGT,100,"Algonquin Gas Transmission, LLC",1000080009
79675,CASTOR CUSTODY TRANSFER POINT,LA,BIENVILLE,ETX,R,STA,TE,120,"Texas Eastern Transmission, LP",1200079675
59196,"ROANOKE WEST SALEM-ROANOKE CO., VA",VA,ROANOKE,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059196
85502,LINE PACK ACCOUNTING POINT (REC MTR 85502),MS,COPIAH,,R,STA,SESH,116,"Southeast Supply Header, LLC",1160085502
79545,M1/M2 30  ZONE BOUNDARY POINT,TN,CLAY,ZB,B,STA,TE,120,"Texas Eastern Transmission, LP",1200079545
79117,LINE 24 - LEIDY LINE,PA,CLINTON,3,R,STA,TE,120,"Texas Eastern Transmission, LP",1200079117
N1003,NEXUS/CPG MR06,OH,SANDUSKY,M1,D,INT,NXUS,115,"NEXUS Gas Transmission, LLC (U.S.)",11500N1003
N4458,(DTE) CONSUMERS NORTHVILLE - POOL RECEIPT,MI,WAYNE,M1,R,STA,NXUS,115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4458
72654,"BLUESTONE NATURAL RESOURCES, LLC- BONNE TERRE FIELD, MCMULLEN CO.,",TX,MC MULLEN,STX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200072654
73702,"ARENA OFFSHORE, LP -  EC 328B START-UP GAS",OF,EAST CAMERON,WLA,D,END,TE,120,"Texas Eastern Transmission, LP",1200073702
71028,"COL GAS (DPL) -BOWERSVILLE, OH",OH,CLINTON,2,D,INT,TE,120,"Texas Eastern Transmission, LP",1200071028
